X_0,Y_0,X_20,Y_20,X_40,Y_40,X_ICE,Y_ICE
123.23985216699074,0.9750181143151622,122.90056852094466,1.2916700464287203,123.0713638364752,1.541284169426234,123.0713638364752,1.541284169426234
125.11091504468902,1.0027137237871528,124.77164011246734,1.3224473562901693,124.94245721255893,1.5797657302613146,124.94245721255893,1.5797657302613146
126.98197574393114,1.0296389081617718,126.64269863325339,1.3486021155674166,126.81354623173044,1.616706440901666,126.81354623173044,1.616706440901666
128.8530408000855,1.05810494273112,128.5137571540394,1.3747568748446781,128.68464396472638,1.65672885193149,128.68464686933453,1.657756085394638
130.72410585623987,1.0865709773004681,130.38483528093042,1.407845459998228,130.55573734081008,1.6952104127665706,130.5557634320763,1.7044377578855716
132.59517526930642,1.1165778620645455,132.25590469399697,1.4378523447623195,132.42685250145485,1.741396224575297,132.42687859272107,1.750623569694298
134.46623596854857,1.1435030464391645,134.12698935625627,1.4732522052079418,134.2979589482752,1.784500335994565,134.29798649184548,1.794241297845133
136.33731191698348,1.1758212064953426,135.99806312623505,1.5047999401667482,136.1690661212476,1.8278612557796379,136.1690900340577,1.8363181758012672
138.20838133005003,1.2058280912594341,137.86914343158213,1.5386589504176413,138.0401653065476,1.8683972835410145,138.04021458447187,1.8858247403158686
140.0794529215727,1.236605401120869,139.74022591538534,1.5732883857659203,139.91127393182404,1.9122718200576543,139.91132611435646,1.9307265102956421
141.9505245130954,1.267382710982318,141.61130622073244,1.6071473960168134,141.7823847355566,1.9569167816716373,141.78243691808902,1.9753714719096251
143.82160046153027,1.2997008710384819,143.48239306144785,1.6433176815597932,143.65346944802297,1.9923343981666477,143.65354772182158,2.0200164335236366
145.69267423150905,1.3312486059972883,145.35347990216326,1.6794879671028013,145.5245671810189,2.0323568091964432,145.52465634709804,2.063890970040262
147.56375453685612,1.3651076162481814,147.22456674287866,1.7156582526457953,147.39565842885358,2.0700857009835545,147.3957736861989,2.110847206946346
149.434830485291,1.3974257763043596,149.09565576205017,1.7525989632861467,149.26677794641057,2.117812362986996,149.26688666838757,2.156262593657729
151.305908612182,1.4305143614579094,150.9667491381339,1.7910805241212273,151.1378800363187,2.1593756242115347,151.13801920647413,2.208594050195984
153.17699109598522,1.46514379680616,152.83783380039318,1.8264803845668496,153.00898212622684,2.2009388854360736,153.0091321886628,2.2540094369073387
155.0480735797884,1.4997732321544248,154.70892935493302,1.8657323704993019,154.880084266342,2.2425199027099865,154.88024299239535,2.29865439852135
156.91916477741603,1.5374843678921621,156.58002926638505,1.9065252066264833,156.7511994269868,2.288705714518713,156.75136686686454,2.347921910719535
158.7902363689387,1.5682616777535827,158.45112264246876,1.9450067674615639,158.62228133858102,2.323132784459972,158.62251434293583,2.405536282211159
160.6613275665663,1.6059728134913058,160.32222473237692,1.986570028686117,160.49338892649743,2.366640451882617,160.49365118440562,2.459389658084106
162.53242094265005,1.6444543743264006,162.19332028691673,2.025822014618555,162.36451277150675,2.4158975454133014,162.3647673463068,2.505929570698001
